source_key,company_name,registration_id,legal_name,trade_name,parent_name,company_type,industry,segment,status,country,region,city,postal_code,street,building,suite,branch_code,website,email,phone,tax_id,vat_status,currency,language,time_zone,founded,employee_band,revenue_band,credit_grade,payment_terms,customer_since,last_verified,updated_at,crm_system,account_status,account_owner,billing_country,shipping_country,risk_rating,compliance_status,contract_type,renewal_month,support_tier,sales_region,customer_tier,preferred_channel,import_batch,legacy_account_id,notes
REF-004133,Kelstrad Diagnostics Tōkyō KK,JP-SYN-004133,Kelstrad Diagnostics Tōkyō KK,Kelstrad Diagnostics,Kelstrad Group,KK,Diagnostics,Enterprise,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,153,B16,JP-144,https://c004133.example,crm@c004133.example,TEST-004133,TEST-TAX-004133,Registered,JPY,ja,Asia/Tokyo,1994,51-250,5-25m,A1,NET45,2012-05-15,2025-05-20,2026-05-03,Atlas CRM,Current,Team 2,JP,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-004133,Synthetic account
REF-000266,Perevin Optics Zürich AG,CH-SYN-000266,Perevin Optics Zürich AG,Perevin Optics,Perevin Group,AG,Optics,Enterprise,Active,CH,Zürich,Zürich,8001,Lindenweg,67,B13,CH-265,https://c000266.example,crm@c000266.example,TEST-000266,TEST-TAX-000266,Registered,CHF,de,Europe/Zurich,1975,1-10,<1m,A2,NET45,2023-02-15,2025-02-20,2026-02-03,Atlas CRM,Current,Team 5,CH,US,Medium,Cleared,Rolling,2027-02,Priority,APAC,Growth,Email,REF-2026,LEG-000266,Synthetic account
REF-003409,Société Élan Yarrow Automation Lyon SAS,FR-SYN-003409,Société Élan Yarrow Automation Lyon SAS,Yarrow Automation,Yarrow Group,SAS,Automation,SMB,Active,FR,Rhône,Lyon,69002,Rue des Ateliers,26,B5,FR-417,https://c003409.example,crm@c003409.example,TEST-003409,TEST-TAX-003409,Exempt,EUR,fr,Europe/Paris,1998,251-1000,25-100m,A1,NET30,2016-01-15,2025-01-20,2026-01-03,Atlas CRM,Current,Team 7,FR,JP,Low,Cleared,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-003409,Synthetic account
REF-001852,Northfen Logistics Zürich AG,CH-SYN-001852,Northfen Logistics Zürich AG,Northfen Logistics,Northfen Group,AG,Logistics,SMB,Active,CH,Zürich,Zürich,8001,Lindenweg,61,B12,CH-854,https://c001852.example,crm@c001852.example,TEST-001852,TEST-TAX-001852,Registered,CHF,de,Europe/Zurich,2001,11-50,1-5m,B2,NET30,2013-04-15,2025-04-20,2026-04-03,Atlas CRM,Current,Team 7,CH,BR,Low,Cleared,Annual,2027-04,Standard,EMEA,Core,Email,REF-2026,LEG-001852,Synthetic account
REF-004325,Merriton Services West Branch Singapore,SG-SYN-004325,Merriton Services West Branch Singapore,Merriton Services,Merriton Group,Pte Ltd,Services,Enterprise,Active,SG,Central,Singapore,018989,Example Works Lane,146,B1,SG-336,https://c004325.example,crm@c004325.example,TEST-004325,TEST-TAX-004325,Registered,SGD,en,Asia/Singapore,1978,1000+,100m+,A1,NET45,2022-05-15,2025-05-20,2026-05-03,Atlas CRM,Current,Team 5,SG,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-004325,Regional service account
REF-003327,São Bento Solmere Analytics Pune Pvt Ltd,IN-SYN-003327,São Bento Solmere Analytics Pune Pvt Ltd,Solmere Analytics,Solmere Group,Pvt Ltd,Analytics,Midmarket,Active,IN,Maharashtra,Pune,411001,Sample Tech Road,143,B15,IN-335,https://c003327.example,crm@c003327.example,TEST-003327,TEST-TAX-003327,Registered,INR,en,Asia/Kolkata,2020,11-50,1-5m,B1,NET60,2018-03-15,2025-03-20,2026-07-03,Atlas CRM,Current,Team 6,IN,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-003327,Synthetic account
REF-004068,Vellora Controls Singapore Pte Ltd,SG-SYN-004068,Vellora Controls Singapore Pte Ltd,Vellora Controls,Vellora Group,Pte Ltd,Controls,Midmarket,Active,SG,Central,Singapore,018989,Example Works Lane,88,B20,SG-079,https://c004068.example,crm@c004068.example,TEST-004068,TEST-TAX-004068,Registered,SGD,en,Asia/Singapore,1981,51-250,5-25m,B2,NET60,2017-12-15,2025-12-20,2026-04-03,Atlas CRM,Current,Team 9,SG,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-004068,Synthetic account
REF-005115,Wynford Optics São Paulo Ltda,BR-SYN-005115,Wynford Optics São Paulo Ltda,Wynford Optics,Wynford Group,Ltda,Optics,Midmarket,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,140,B9,BR-129,https://c005115.example,crm@c005115.example,TEST-005115,TEST-TAX-005115,Registered,BRL,pt,America/Sao_Paulo,1988,1000+,100m+,B1,NET60,2014-03-15,2025-03-20,2026-03-03,Atlas CRM,Current,Team 3,BR,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-005115,Synthetic account
REF-000361,Aster Networks Tōkyō KK,JP-SYN-000361,Aster Networks Tōkyō KK,Aster Networks,Aster Group,KK,Networks,SMB,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,162,B16,JP-360,https://c000361.example,crm@c000361.example,TEST-000361,TEST-TAX-000361,Exempt,JPY,ja,Asia/Tokyo,2018,1-10,<1m,A1,NET30,2020-01-15,2025-01-20,2026-01-03,Atlas CRM,Current,Team 1,JP,JP,Low,Review,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-000361,Synthetic account
REF-002940,Lunera Distribution Mérida SA,MX-SYN-002940,Lunera Distribution Mérida SA,Lunera Distribution,Lunera Group,SA,Distribution,Midmarket,Active,MX,Yucatán,Mérida,97000,Calle del Taller,154,B19,MX-945,https://c002940.example,crm@c002940.example,TEST-002940,TEST-TAX-002940,Registered,MXN,es,America/Merida,1997,1000+,100m+,B2,NET60,2023-12-15,2025-12-20,2026-04-03,Atlas CRM,Current,Team 6,MX,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-002940,Synthetic account
REF-005277,Corvell Distribution Portland LLC,US-SYN-005277,Corvell Distribution Portland LLC,Corvell Distribution,Corvell Group,LLC,Distribution,Midmarket,Active,US,Oregon,Portland,97201,Example Park,103,B10,US-291,https://c005277.example,crm@c005277.example,TEST-005277,TEST-TAX-005277,Registered,USD,en,America/Los_Angeles,1994,11-50,1-5m,A1,NET60,2022-09-15,2025-09-20,2026-05-03,Atlas CRM,Current,Team 3,US,SG,High,Cleared,Project,2027-09,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-005277,Synthetic account
REF-005847,Solmere Controls Pune Pvt Ltd,IN-SYN-005847,Solmere Controls Pune Pvt Ltd,Solmere Controls,Solmere Group,Pvt Ltd,Controls,Midmarket,Active,IN,Maharashtra,Pune,411001,Sample Tech Road,76,B5,IN-861,https://c005847.example,crm@c005847.example,TEST-005847,TEST-TAX-005847,Registered,INR,en,Asia/Kolkata,1992,11-50,1-5m,B1,NET60,2018-03-15,2025-03-20,2026-07-03,Atlas CRM,Current,Team 6,IN,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-005847,Synthetic account
REF-002428,Vellora Distribution Zürich AG,CH-SYN-002428,Vellora Distribution Zürich AG,Vellora Distribution,Vellora Group,AG,Distribution,SMB,Active,CH,Zürich,Zürich,8001,Lindenweg,40,B13,CH-433,https://c002428.example,crm@c002428.example,TEST-002428,TEST-TAX-002428,Registered,CHF,de,Europe/Zurich,2005,51-250,5-25m,B2,NET30,2015-04-15,2025-04-20,2026-04-03,Atlas CRM,Current,Team 7,CH,BR,Low,Cleared,Annual,2027-04,Standard,EMEA,Core,Email,REF-2026,LEG-002428,Synthetic account
REF-003222,Göteborg Dovelin Analytics Lyon SAS,FR-SYN-003222,Göteborg Dovelin Analytics Lyon SAS,Dovelin Analytics,Dovelin Group,SAS,Analytics,Midmarket,Active,FR,Rhône,Lyon,69002,Rue des Ateliers,38,B2,FR-230,https://c003222.example,crm@c003222.example,TEST-003222,TEST-TAX-003222,Registered,EUR,fr,Europe/Paris,2019,11-50,1-5m,A2,NET60,2011-06-15,2025-06-20,2026-06-03,Atlas CRM,Current,Team 9,FR,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-003222,Synthetic account
REF-000772,Northfen Diagnostics München GmbH,DE-SYN-000772,Northfen Diagnostics München GmbH,Northfen Diagnostics,Northfen Group,GmbH,Diagnostics,SMB,Active,DE,Bayern,München,80331,Industriestraße,175,B13,DE-771,https://c000772.example,crm@c000772.example,TEST-000772,TEST-TAX-000772,Registered,EUR,de,Europe/Berlin,2013,11-50,1-5m,B2,NET30,2011-04-15,2025-04-20,2026-04-03,Atlas CRM,Current,Team 7,DE,BR,Low,Cleared,Annual,2027-04,Standard,EMEA,Core,Email,REF-2026,LEG-000772,Synthetic account
REF-005041,Aster Lighting Zürich AG,CH-SYN-005041,Aster Lighting Zürich AG,Aster Lighting,Aster Group,AG,Lighting,SMB,Active,CH,Zürich,Zürich,8001,Lindenweg,66,B4,CH-055,https://c005041.example,crm@c005041.example,TEST-005041,TEST-TAX-005041,Exempt,CHF,de,Europe/Zurich,2018,1-10,<1m,A1,NET30,2010-01-15,2025-01-20,2026-01-03,Atlas CRM,Current,Team 1,CH,JP,Low,Review,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-005041,Synthetic account
REF-005899,Orivel Mobility Portland LLC,US-SYN-005899,Orivel Mobility Portland LLC,Orivel Mobility,Orivel Group,LLC,Mobility,SMB,Active,US,Oregon,Portland,97201,Example Park,128,B11,US-913,https://c005899.example,crm@c005899.example,TEST-005899,TEST-TAX-005899,Exempt,USD,en,America/Los_Angeles,1992,251-1000,25-100m,B1,NET30,2014-07-15,2025-07-20,2026-03-03,Atlas CRM,Current,Team 4,US,SE,Low,Cleared,Annual,2027-07,Standard,EMEA,Core,Portal,REF-2026,LEG-005899,Synthetic account
REF-002174,Ternwell Services Portland LLC,US-SYN-002174,Ternwell Services Portland LLC,Ternwell Services,Ternwell Group,LLC,Services,Enterprise,Active,US,Oregon,Portland,97201,Example Park,184,B12,US-179,https://c002174.example,crm@c002174.example,TEST-002174,TEST-TAX-002174,Registered,USD,en,America/Los_Angeles,2011,251-1000,25-100m,A2,NET45,2013-02-15,2025-02-20,2026-06-03,Atlas CRM,Current,Team 5,US,US,Medium,Cleared,Rolling,2027-02,Priority,APAC,Growth,Email,REF-2026,LEG-002174,Synthetic account
REF-002385,Greenmere Networks São Paulo Ltda,BR-SYN-002385,Greenmere Networks São Paulo Ltda,Greenmere Networks,Greenmere Group,Ltda,Networks,Midmarket,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,196,B16,BR-390,https://c002385.example,crm@c002385.example,TEST-002385,TEST-TAX-002385,Registered,BRL,pt,America/Sao_Paulo,2014,1000+,100m+,A1,NET60,2014-09-15,2025-09-20,2026-01-03,Atlas CRM,Current,Team 9,BR,SG,High,Cleared,Project,2027-09,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-002385,Synthetic account
REF-000611,Everfen Systems Bristol Ltd,GB-SYN-000611,Everfen Systems Bristol Ltd,Everfen Systems,Everfen Group,Ltd,Systems,Enterprise,Active,GB,England,Bristol,BS1 1AA,Foundry Way,14,B13,GB-610,https://c000611.example,crm@c000611.example,TEST-000611,TEST-TAX-000611,Registered,GBP,en,Europe/London,2008,1-10,<1m,B1,NET45,2018-11-15,2025-11-20,2026-03-03,Atlas CRM,Current,Team 8,GB,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-000611,Synthetic account
REF-001662,Dovelin Services São Paulo Ltda,BR-SYN-001662,Dovelin Services São Paulo Ltda,Dovelin Services,Dovelin Group,Ltda,Services,Midmarket,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,70,B6,BR-664,https://c001662.example,crm@c001662.example,TEST-001662,TEST-TAX-001662,Registered,BRL,pt,America/Sao_Paulo,2019,11-50,1-5m,A2,NET60,2019-06-15,2025-06-20,2026-06-03,Atlas CRM,On hold,Team 6,BR,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-001662,Synthetic account
REF-005162,Xandora Components Dubai FZCO,AE-SYN-005162,Xandora Components Dubai FZCO,Xandora Components,Xandora Group,FZCO,Components,Enterprise,Active,AE,Dubai,Dubai,00000,Example Trade Park,187,B10,AE-176,https://c005162.example,crm@c005162.example,TEST-005162,TEST-TAX-005162,Registered,AED,ar,Asia/Dubai,1983,11-50,1-5m,A2,NET45,2019-02-15,2025-02-20,2026-02-03,Atlas CRM,Current,Team 5,AE,US,Medium,Cleared,Rolling,2027-02,Priority,APAC,Growth,Email,REF-2026,LEG-005162,"Synthetic; multiline
CRM note"
REF-001106,Perevin Analytics München GmbH,DE-SYN-001106,Perevin Analytics München GmbH,Perevin Analytics,Perevin Group,GmbH,Analytics,Enterprise,Dormant,DE,Bayern,München,80331,Industriestraße,111,B2,DE-108,https://c001106.example,crm@c001106.example,TEST-001106,TEST-TAX-001106,Registered,EUR,de,Europe/Berlin,1983,1-10,<1m,A2,NET45,2023-02-15,2025-02-20,2026-02-03,Atlas CRM,Current,Team 8,DE,US,Medium,Cleared,Rolling,2027-02,Priority,APAC,Growth,Email,REF-2026,LEG-001106,"Synthetic; multiline
CRM note"
REF-004657,Iverna Systems Pune Pvt Ltd,IN-SYN-004657,Iverna Systems Pune Pvt Ltd,Iverna Systems,Iverna Group,Pvt Ltd,Systems,SMB,Active,IN,Maharashtra,Pune,411001,Sample Tech Road,80,B11,IN-668,https://c004657.example,crm@c004657.example,TEST-004657,TEST-TAX-004657,Exempt,INR,en,Asia/Kolkata,1998,11-50,1-5m,A1,NET30,2018-01-15,2025-01-20,2026-01-03,Atlas CRM,Current,Team 4,IN,JP,Low,Cleared,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-004657,Synthetic account
REF-001752,Holloway Research München GmbH,DE-SYN-001752,Holloway Research München GmbH,Holloway Research,Holloway Group,GmbH,Research,Midmarket,Dormant,DE,Bayern,München,80331,Industriestraße,160,B4,DE-754,https://c001752.example,crm@c001752.example,TEST-001752,TEST-TAX-001752,Registered,EUR,de,Europe/Berlin,2005,11-50,1-5m,B2,NET60,2011-12-15,2025-12-20,2026-08-03,Atlas CRM,Current,Team 6,DE,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-001752,Synthetic account
REF-004817,Iverna Logistics Tōkyō KK,JP-SYN-004817,Iverna Logistics Tōkyō KK,Iverna Logistics,Iverna Group,KK,Logistics,Enterprise,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,41,B10,JP-828,https://c004817.example,crm@c004817.example,TEST-004817,TEST-TAX-004817,Registered,JPY,ja,Asia/Tokyo,2002,11-50,1-5m,A1,NET45,2010-05-15,2025-05-20,2026-01-03,Atlas CRM,Current,Team 2,JP,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-004817,Synthetic account
REF-001754,Novera Distribution Portland LLC,US-SYN-001754,Novera Distribution Portland LLC,Novera Distribution,Novera Group,LLC,Distribution,Enterprise,Active,US,Oregon,Portland,97201,Example Park,162,B6,US-756,https://c001754.example,crm@c001754.example,TEST-001754,TEST-TAX-001754,Registered,USD,en,America/Los_Angeles,2007,251-1000,25-100m,A2,NET45,2013-02-15,2025-02-20,2026-02-03,Atlas CRM,Current,Team 8,US,US,Medium,Cleared,Rolling,2027-02,Priority,APAC,Growth,Email,REF-2026,LEG-001754,Synthetic account
REF-000263,Ashmere Foods Pune Pvt Ltd,IN-SYN-000263,Ashmere Foods Pune Pvt Ltd,Ashmere Foods,Ashmere Group,Pvt Ltd,Foods,Enterprise,Active,IN,Maharashtra,Pune,411001,Sample Tech Road,64,B10,IN-262,https://c000263.example,crm@c000263.example,TEST-000263,TEST-TAX-000263,Registered,INR,en,Asia/Kolkata,1972,51-250,5-25m,B1,NET45,2020-11-15,2025-11-20,2026-07-03,Atlas CRM,Current,Team 2,IN,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-000263,Synthetic account
REF-001171,Everfen Packaging Bristol Ltd,GB-SYN-001171,Everfen Packaging Bristol Ltd,Everfen Packaging,Everfen Group,Ltd,Packaging,SMB,Active,GB,England,Bristol,BS1 1AA,Foundry Way,176,B21,GB-173,https://c001171.example,crm@c001171.example,TEST-001171,TEST-TAX-001171,Exempt,GBP,en,Europe/London,1996,1-10,<1m,B1,NET30,2018-07-15,2025-07-20,2026-03-03,Atlas CRM,Current,Team 1,GB,SE,Low,Review,Annual,2027-07,Standard,EMEA,Core,Portal,REF-2026,LEG-001171,"Synthetic; multiline
CRM note"
REF-004555,Wynford Equipment West Branch São Paulo,BR-SYN-004555,Wynford Equipment West Branch São Paulo,Wynford Equipment,Wynford Group,Ltda,Equipment,SMB,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,177,B1,BR-566,https://c004555.example,crm@c004555.example,TEST-004555,TEST-TAX-004555,Exempt,BRL,pt,America/Sao_Paulo,2000,1000+,100m+,B1,NET30,2014-07-15,2025-07-20,2026-03-03,Atlas CRM,On hold,Team 1,BR,SE,Low,Review,Annual,2027-07,Standard,EMEA,Core,Portal,REF-2026,LEG-004555,Regional service account
REF-000647,Solmere Research Zürich AG,CH-SYN-000647,Solmere Research Zürich AG,Solmere Research,Solmere Group,AG,Research,Enterprise,Dormant,CH,Zürich,Zürich,8001,Lindenweg,50,B3,CH-646,https://c000647.example,crm@c000647.example,TEST-000647,TEST-TAX-000647,Registered,CHF,de,Europe/Zurich,1992,11-50,1-5m,B1,NET45,2012-11-15,2025-11-20,2026-07-03,Atlas CRM,Current,Team 8,CH,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-000647,Synthetic account
REF-001791,Kestrel Manufacturing München GmbH,DE-SYN-001791,Kestrel Manufacturing München GmbH,Kestrel Manufacturing,Kestrel Group,GmbH,Manufacturing,Midmarket,Active,DE,Bayern,München,80331,Industriestraße,199,B20,DE-793,https://c001791.example,crm@c001791.example,TEST-001791,TEST-TAX-001791,Registered,EUR,de,Europe/Berlin,1992,1-10,<1m,B1,NET60,2022-03-15,2025-03-20,2026-07-03,Atlas CRM,Current,Team 9,DE,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-001791,Synthetic account
REF-004353,Quenby Textiles West Branch Dubai,AE-SYN-004353,Quenby Textiles West Branch Dubai,Quenby Textiles,Quenby Group,FZCO,Textiles,Midmarket,Dormant,AE,Dubai,Dubai,00000,Example Trade Park,174,B6,AE-364,https://c004353.example,crm@c004353.example,TEST-004353,TEST-TAX-004353,Registered,AED,ar,Asia/Dubai,2006,51-250,5-25m,A1,NET60,2022-09-15,2025-09-20,2026-01-03,Atlas CRM,Current,Team 6,AE,SG,High,Cleared,Project,2027-09,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-004353,Regional service account
REF-001680,Riverton Robotics Mérida SA,MX-SYN-001680,Riverton Robotics Mérida SA,Riverton Robotics,Riverton Group,SA,Robotics,Midmarket,Active,MX,Yucatán,Mérida,97000,Calle del Taller,88,B1,MX-682,https://c001680.example,crm@c001680.example,TEST-001680,TEST-TAX-001680,Registered,MXN,es,America/Merida,1985,1000+,100m+,B2,NET60,2023-12-15,2025-12-20,2026-08-03,Atlas CRM,Current,Team 6,MX,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-001680,Synthetic account
REF-002076,Fallow Lighting Göteborg AB,SE-SYN-002076,Fallow Lighting Göteborg AB,Fallow Lighting,Fallow Group,AB,Lighting,Midmarket,Active,SE,Västra Götaland,Göteborg,411 01,Verkstadsgatan,86,B6,SE-081,https://c002076.example,crm@c002076.example,TEST-002076,TEST-TAX-002076,Registered,SEK,sv,Europe/Stockholm,2017,1-10,<1m,B2,NET60,2013-12-15,2025-12-20,2026-04-03,Atlas CRM,Current,Team 6,SE,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-002076,Synthetic account
REF-005142,Dovelin Trading Zürich AG,CH-SYN-005142,Dovelin Trading Zürich AG,Dovelin Trading,Dovelin Group,AG,Trading,Midmarket,Active,CH,Zürich,Zürich,8001,Lindenweg,167,B13,CH-156,https://c005142.example,crm@c005142.example,TEST-005142,TEST-TAX-005142,Registered,CHF,de,Europe/Zurich,2015,11-50,1-5m,A2,NET60,2013-06-15,2025-06-20,2026-06-03,Atlas CRM,Current,Team 3,CH,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-005142,Synthetic account
REF-003488,İzmir Brinwell Design Portland LLC,US-SYN-003488,İzmir Brinwell Design Portland LLC,Brinwell Design,Brinwell Group,LLC,Design,Enterprise,Active,US,Oregon,Portland,97201,Example Park,105,B15,US-496,https://c003488.example,crm@c003488.example,TEST-003488,TEST-TAX-003488,Registered,USD,en,America/Los_Angeles,1973,51-250,5-25m,B2,NET45,2011-08-15,2025-08-20,2026-08-03,Atlas CRM,On hold,Team 5,US,MX,Medium,Cleared,Rolling,2027-08,Priority,APAC,Growth,Email,REF-2026,LEG-003488,Synthetic account
REF-000243,Glenwick Components München GmbH,DE-SYN-000243,Glenwick Components München GmbH,Glenwick Components,Glenwick Group,GmbH,Components,Midmarket,Active,DE,Bayern,München,80331,Industriestraße,44,B13,DE-242,https://c000243.example,crm@c000243.example,TEST-000243,TEST-TAX-000243,Registered,EUR,de,Europe/Berlin,2004,51-250,5-25m,B1,NET60,2014-03-15,2025-03-20,2026-03-03,Atlas CRM,On hold,Team 9,DE,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-000243,Synthetic account
REF-002822,Dovelin Equipment Pune Pvt Ltd,IN-SYN-002822,Dovelin Equipment Pune Pvt Ltd,Dovelin Equipment,Dovelin Group,Pvt Ltd,Equipment,Enterprise,Active,IN,Maharashtra,Pune,411001,Sample Tech Road,36,B16,IN-827,https://c002822.example,crm@c002822.example,TEST-002822,TEST-TAX-002822,Registered,INR,en,Asia/Kolkata,1983,11-50,1-5m,A2,NET45,2017-02-15,2025-02-20,2026-06-03,Atlas CRM,Current,Team 5,IN,US,Medium,Cleared,Rolling,2027-02,Priority,APAC,Growth,Email,REF-2026,LEG-002822,"Synthetic; multiline
CRM note"
REF-005239,Ismere Systems São Paulo Ltda,BR-SYN-005239,Ismere Systems São Paulo Ltda,Ismere Systems,Ismere Group,Ltda,Systems,SMB,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,65,B18,BR-253,https://c005239.example,crm@c005239.example,TEST-005239,TEST-TAX-005239,Exempt,BRL,pt,America/Sao_Paulo,2008,251-1000,25-100m,B1,NET30,2012-07-15,2025-07-20,2026-07-03,Atlas CRM,Current,Team 1,BR,SE,Low,Review,Annual,2027-07,Standard,EMEA,Core,Portal,REF-2026,LEG-005239,Synthetic account
REF-004680,Riverton Robotics Dubai FZCO,AE-SYN-004680,Riverton Robotics Dubai FZCO,Riverton Robotics,Riverton Group,FZCO,Robotics,Midmarket,Active,AE,Dubai,Dubai,00000,Example Trade Park,103,B11,AE-691,https://c004680.example,crm@c004680.example,TEST-004680,TEST-TAX-004680,Registered,AED,ar,Asia/Dubai,2021,1000+,100m+,B2,NET60,2013-12-15,2025-12-20,2026-08-03,Atlas CRM,Current,Team 9,AE,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-004680,Synthetic account
REF-005632,Fallow Materials South Service Centre,DUP-SYN-000166,Fallow Materials South Service Centre,Fallow Materials,Fallow Materials Holdings,AG,Mobility,SMB,Active,CH,Zürich,Zürich,8001,Lindenweg,60,B20,CH-646,https://group000165.example,crm@c005632.example,TEST-005632,TEST-TAX-005632,Registered,CHF,de,Europe/Zurich,1985,11-50,1-5m,B2,NET30,2013-04-15,2025-04-20,2026-08-03,Atlas CRM,Current,Team 7,CH,BR,Low,Cleared,Annual,2027-04,Standard,EMEA,Core,Email,REF-2026,LEG-005632,Synthetic account
REF-002994,Novera Materials Mérida SA,MX-SYN-002994,Novera Materials Mérida SA,Novera Materials,Novera Group,SA,Materials,Midmarket,Active,MX,Yucatán,Mérida,97000,Calle del Taller,9,B4,MX-002,https://c002994.example,crm@c002994.example,TEST-002994,TEST-TAX-002994,Registered,MXN,es,America/Merida,1999,251-1000,25-100m,A2,NET60,2021-06-15,2025-06-20,2026-02-03,Atlas CRM,Current,Team 6,MX,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-002994,Synthetic account
REF-005758,Larkmere Instruments Tōkyō KK,JP-SYN-005758,Larkmere Instruments Tōkyō KK,Larkmere Instruments,Larkmere Group,KK,Instruments,SMB,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,186,B8,JP-772,https://c005758.example,crm@c005758.example,TEST-005758,TEST-TAX-005758,Registered,JPY,ja,Asia/Tokyo,2007,51-250,5-25m,A2,NET30,2013-10-15,2025-10-20,2026-06-03,Atlas CRM,Current,Team 7,JP,CH,Low,Cleared,Annual,2027-10,Standard,EMEA,Core,Email,REF-2026,LEG-005758,Synthetic account
REF-004882,Xandora Controls Dubai FZCO,AE-SYN-004882,Xandora Controls Dubai FZCO,Xandora Controls,Xandora Group,FZCO,Controls,SMB,Active,AE,Dubai,Dubai,00000,Example Trade Park,106,B6,AE-893,https://c004882.example,crm@c004882.example,TEST-004882,TEST-TAX-004882,Registered,AED,ar,Asia/Dubai,2015,11-50,1-5m,A2,NET30,2019-10-15,2025-10-20,2026-02-03,Atlas CRM,Current,Team 4,AE,CH,Low,Cleared,Annual,2027-10,Standard,EMEA,Core,Email,REF-2026,LEG-004882,Synthetic account
REF-001726,Jorven Diagnostics Göteborg AB,SE-SYN-001726,Jorven Diagnostics Göteborg AB,Jorven Diagnostics,Jorven Group,AB,Diagnostics,SMB,Active,SE,Västra Götaland,Göteborg,411 01,Verkstadsgatan,134,B1,SE-728,https://c001726.example,crm@c001726.example,TEST-001726,TEST-TAX-001726,Registered,SEK,sv,Europe/Stockholm,1979,1-10,<1m,A2,NET30,2013-10-15,2025-10-20,2026-06-03,Atlas CRM,Current,Team 7,SE,CH,Low,Cleared,Annual,2027-10,Standard,EMEA,Core,Email,REF-2026,LEG-001726,Synthetic account
REF-001048,Brinwell Automation Dubai FZCO,AE-SYN-001048,Brinwell Automation Dubai FZCO,Brinwell Automation,Brinwell Group,FZCO,Automation,SMB,Active,AE,Dubai,Dubai,00000,Example Trade Park,53,B13,AE-050,https://c001048.example,crm@c001048.example,TEST-001048,TEST-TAX-001048,Registered,AED,ar,Asia/Dubai,1977,51-250,5-25m,B2,NET30,2021-04-15,2025-04-20,2026-08-03,Atlas CRM,Current,Team 4,AE,BR,Low,Cleared,Annual,2027-04,Standard,EMEA,Core,Email,REF-2026,LEG-001048,Synthetic account
